status,order,personid,starter,oncourt,played,statistics_assists,statistics_blocks,statistics_blocksreceived,statistics_fieldgoalsattempted,statistics_fieldgoalsmade,statistics_foulsoffensive,statistics_foulsdrawn,statistics_foulspersonal,statistics_foulstechnical,statistics_freethrowsattempted,statistics_freethrowsmade,statistics_minus,statistics_minutes,statistics_minutescalculated,statistics_plus,statistics_plusminuspoints,statistics_points,statistics_pointsfastbreak,statistics_pointsinthepaint,statistics_pointssecondchance,statistics_reboundsdefensive,statistics_reboundsoffensive,statistics_reboundstotal,statistics_steals,statistics_threepointersattempted,statistics_threepointersmade,statistics_turnovers,statistics_twopointersattempted,statistics_twopointersmade,game_id
ACTIVE,7,203967,0,0,1,3,0,1,10,6,1,5,5,0,3,1,67,PT28M13.91S,PT28M,70,3,14,0,10,0,6,0,6,2,5,1,3,5,5,0012300059
ACTIVE,8,1627780,0,0,1,1,1,0,4,2,1,1,1,0,2,1,40,PT17M01.00S,PT17M,32,-8,5,0,4,0,3,1,4,2,0,0,2,4,2,0012300059
ACTIVE,9,202709,0,0,1,3,0,0,1,0,0,0,0,0,0,0,20,PT09M18.00S,PT09M,18,-2,0,0,0,0,3,0,3,1,0,0,0,1,0,0012300059
ACTIVE,10,1630541,0,1,1,1,0,0,1,1,0,0,0,0,0,0,22,PT07M28.09S,PT08M,28,6,2,0,2,0,0,0,0,0,0,0,0,1,1,0012300059
ACTIVE,11,1630586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,12,200752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,13,203110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,14,1629750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,15,1626172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,16,203585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,17,1641764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,18,1631311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,19,1629010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,1,203084,1,1,1,2,1,0,6,1,0,2,1,0,2,1,85,PT32M53.00S,PT33M,81,-4,4,0,0,0,3,0,3,2,4,1,0,2,0,0012300059
ACTIVE,2,1631099,1,1,1,2,0,0,18,10,0,1,2,0,1,1,91,PT35M49.00S,PT36M,90,-1,24,2,12,0,6,2,8,2,9,3,0,9,7,0012300059
ACTIVE,3,1627734,1,0,1,8,0,1,10,4,1,6,5,0,8,4,87,PT34M02.97S,PT34M,83,-4,12,2,8,2,9,1,10,0,1,0,2,9,4,0012300059
ACTIVE,4,1628989,1,1,1,1,0,1,11,5,1,2,4,0,2,1,69,PT26M21.87S,PT26M,69,0,12,4,8,0,3,1,4,0,5,1,2,6,4,0012300059
ACTIVE,5,1628368,1,1,1,3,1,1,21,9,0,6,2,0,8,7,76,PT31M50.00S,PT32M,78,2,25,10,18,2,3,4,7,2,5,0,0,16,9,0012300059
ACTIVE,6,1628370,0,0,1,3,0,0,3,2,0,1,2,0,3,3,39,PT20M09.00S,PT20M,44,5,8,0,2,0,1,0,1,1,2,1,4,1,1,0012300059
ACTIVE,7,1630558,0,1,1,0,1,0,7,5,0,2,0,0,0,0,46,PT16M46.09S,PT17M,37,-9,14,0,2,0,0,0,0,0,6,4,2,1,1,0012300059
ACTIVE,8,201580,0,0,1,1,1,0,6,3,1,0,3,0,0,0,23,PT12M10.00S,PT12M,30,7,6,2,6,0,2,0,2,2,0,0,3,6,3,0012300059
ACTIVE,9,1628426,0,0,1,1,1,0,3,0,0,1,1,0,0,0,25,PT12M34.98S,PT13M,27,2,0,0,0,0,5,0,5,0,3,0,0,0,0,0012300059
ACTIVE,10,1641732,0,0,1,2,0,0,8,4,0,0,1,0,0,0,36,PT15M18.07S,PT15M,34,-2,10,0,2,5,0,0,0,1,5,2,0,3,2,0012300059
ACTIVE,11,1630556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,PT00M36.09S,PT01M,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,12,203458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,PT01M28.93S,PT01M,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,13,1630537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,14,1631165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,15,1630259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,16,1626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,17,1629669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,18,1641771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,1,203952,1,1,1,3,1,0,10,7,1,1,5,0,2,1,75,PT30M59.00S,PT31M,84,9,16,2,4,0,1,0,1,1,2,1,1,8,6,0012300059
ACTIVE,2,1630228,1,0,1,2,0,1,14,7,0,5,1,0,2,2,73,PT29M25.00S,PT29M,56,-17,18,3,8,0,3,3,6,1,5,2,5,9,5,0012300059
ACTIVE,3,1631218,1,0,1,0,0,3,14,6,0,3,5,0,2,1,54,PT24M51.94S,PT25M,55,1,13,0,12,0,7,3,10,0,0,0,0,14,6,0012300059
ACTIVE,4,202691,1,1,1,4,0,0,10,2,0,0,1,0,0,0,77,PT31M34.00S,PT32M,74,-3,5,0,2,0,7,0,7,0,4,1,3,6,1,0012300059
ACTIVE,5,201939,1,1,1,5,1,1,18,10,0,2,0,0,2,2,78,PT31M28.00S,PT31M,85,7,30,3,2,3,4,0,4,1,12,8,5,6,2,0012300059
ACTIVE,6,101108,0,1,1,9,0,0,6,4,1,4,3,0,2,2,69,PT29M41.06S,PT30M,78,9,13,0,0,3,6,0,6,0,3,3,3,3,1,0012300059
ACTIVE,7,203967,0,0,1,3,0,1,10,6,1,5,5,0,3,1,67,PT28M13.91S,PT28M,70,3,14,0,10,0,6,0,6,2,5,1,3,5,5,0012300059
ACTIVE,8,1627780,0,0,1,1,1,0,4,2,1,1,1,0,2,1,40,PT17M01.00S,PT17M,32,-8,5,0,4,0,3,1,4,2,0,0,2,4,2,0012300059
ACTIVE,9,202709,0,0,1,3,0,0,1,0,0,0,0,0,0,0,20,PT09M18.00S,PT09M,18,-2,0,0,0,0,3,0,3,1,0,0,0,1,0,0012300059
ACTIVE,10,1630541,0,1,1,1,0,0,1,1,0,0,0,0,0,0,22,PT07M28.09S,PT08M,28,6,2,0,2,0,0,0,0,0,0,0,0,1,1,0012300059
ACTIVE,11,1630586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,12,200752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,13,203110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,14,1629750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,15,1626172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,16,203585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,17,1641764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,18,1631311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,19,1629010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,1,203084,1,1,1,2,1,0,6,1,0,2,1,0,2,1,85,PT32M53.00S,PT33M,81,-4,4,0,0,0,3,0,3,2,4,1,0,2,0,0012300059
ACTIVE,2,1631099,1,1,1,2,0,0,18,10,0,1,2,0,1,1,91,PT35M49.00S,PT36M,90,-1,24,2,12,0,6,2,8,2,9,3,0,9,7,0012300059
ACTIVE,3,1627734,1,0,1,8,0,1,10,4,1,6,5,0,8,4,87,PT34M02.97S,PT34M,83,-4,12,2,8,2,9,1,10,0,1,0,2,9,4,0012300059
ACTIVE,4,1628989,1,1,1,1,0,1,11,5,1,2,4,0,2,1,69,PT26M21.87S,PT26M,69,0,12,4,8,0,3,1,4,0,5,1,2,6,4,0012300059
ACTIVE,5,1628368,1,1,1,3,1,1,21,9,0,6,2,0,8,7,76,PT31M50.00S,PT32M,78,2,25,10,18,2,3,4,7,2,5,0,0,16,9,0012300059
ACTIVE,6,1628370,0,0,1,3,0,0,3,2,0,1,2,0,3,3,39,PT20M09.00S,PT20M,44,5,8,0,2,0,1,0,1,1,2,1,4,1,1,0012300059
ACTIVE,7,1630558,0,1,1,0,1,0,7,5,0,2,0,0,0,0,46,PT16M46.09S,PT17M,37,-9,14,0,2,0,0,0,0,0,6,4,2,1,1,0012300059
ACTIVE,8,201580,0,0,1,1,1,0,6,3,1,0,3,0,0,0,23,PT12M10.00S,PT12M,30,7,6,2,6,0,2,0,2,2,0,0,3,6,3,0012300059
ACTIVE,9,1628426,0,0,1,1,1,0,3,0,0,1,1,0,0,0,25,PT12M34.98S,PT13M,27,2,0,0,0,0,5,0,5,0,3,0,0,0,0,0012300059
ACTIVE,10,1641732,0,0,1,2,0,0,8,4,0,0,1,0,0,0,36,PT15M18.07S,PT15M,34,-2,10,0,2,5,0,0,0,1,5,2,0,3,2,0012300059
ACTIVE,11,1630556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,PT00M36.09S,PT01M,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,12,203458,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,PT01M28.93S,PT01M,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,13,1630537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,14,1631165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,15,1630259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,16,1626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,17,1629669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,18,1641771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300059
ACTIVE,1,1629130,1,0,1,4,0,1,12,4,0,4,0,0,3,3,37,PT23M05.00S,PT23M,52,15,12,2,4,0,3,0,3,0,6,1,1,6,3,0012300056
ACTIVE,2,1629312,1,0,1,1,1,0,8,6,0,0,2,0,0,0,52,PT26M46.00S,PT27M,55,3,15,2,6,0,3,0,3,0,4,3,0,4,3,0012300056
ACTIVE,3,1628389,1,0,1,3,0,1,15,6,0,4,2,0,2,2,26,PT15M37.00S,PT15M,38,12,14,0,6,2,4,2,6,0,0,0,1,15,6,0012300056
ACTIVE,4,1631288,1,0,1,1,0,1,9,3,0,0,1,0,0,0,55,PT28M45.00S,PT29M,64,9,7,0,2,3,8,6,14,1,2,1,2,7,2,0012300056
ACTIVE,5,1626196,1,0,1,0,0,0,2,0,0,2,1,0,0,0,9,PT06M45.00S,PT07M,18,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0012300056
ACTIVE,6,1630696,0,1,1,10,0,1,12,4,2,3,5,0,0,0,70,PT27M58.00S,PT28M,68,-2,9,0,6,0,3,2,5,1,3,1,3,9,3,0012300056
ACTIVE,7,1631306,0,1,1,1,0,0,10,5,0,1,3,0,2,2,70,PT24M55.00S,PT25M,52,-18,15,4,4,3,2,0,2,0,8,3,3,2,2,0012300056
ACTIVE,8,1628418,0,0,1,1,0,2,6,3,1,2,1,0,2,2,43,PT15M51.00S,PT16M,35,-8,8,0,6,2,3,1,4,0,0,0,1,6,3,0012300056
ACTIVE,9,1631107,0,1,1,2,1,0,9,3,0,2,3,0,2,1,64,PT23M45.00S,PT24M,49,-15,9,2,2,3,4,1,5,0,7,2,2,2,1,0012300056
ACTIVE,10,1630551,0,1,1,2,1,2,9,4,0,1,3,0,0,0,71,PT30M01.00S,PT30M,58,-13,8,4,8,0,5,1,6,0,1,0,2,8,4,0012300056
ACTIVE,11,1631115,0,1,1,2,0,1,6,3,0,1,3,0,2,1,38,PT16M32.00S,PT16M,31,-7,7,0,6,2,3,2,5,1,1,0,1,5,3,0012300056
ACTIVE,12,202710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,13,1627767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,14,1630181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,15,1629639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,16,1631170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,17,201567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,18,200768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,19,1628997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,1,1628969,1,0,1,3,0,1,14,5,1,2,2,0,0,0,61,PT29M01.00S,PT29M,51,-10,11,2,2,0,1,1,2,1,5,1,2,9,4,0012300056
ACTIVE,2,1627827,1,0,1,0,0,0,5,4,0,1,2,0,0,0,44,PT21M33.06S,PT22M,39,-5,11,0,2,0,0,0,0,0,4,3,1,1,1,0012300056
ACTIVE,3,1629651,1,0,1,2,4,0,7,3,1,3,3,0,6,2,58,PT26M46.94S,PT27M,60,2,8,0,6,4,5,1,6,1,0,0,2,7,3,0012300056
ACTIVE,4,203915,1,0,1,6,1,0,10,3,0,1,2,0,1,1,52,PT27M31.00S,PT27M,60,8,9,0,0,0,4,1,5,1,8,2,1,2,1,0012300056
ACTIVE,5,1627732,1,0,1,7,0,0,4,0,1,3,3,1,2,2,53,PT23M28.00S,PT23M,46,-7,2,0,0,0,8,0,8,0,0,0,4,4,0,0012300056
ACTIVE,6,1630549,0,1,1,0,3,0,7,6,0,6,3,0,6,6,46,PT21M11.00S,PT21M,47,1,19,4,10,4,7,4,11,2,2,1,0,5,5,0012300056
ACTIVE,7,1630560,0,1,1,1,0,1,14,3,0,5,0,0,7,7,65,PT27M11.00S,PT27M,66,1,14,0,2,2,0,0,0,0,4,1,2,10,2,0012300056
ACTIVE,8,1626220,0,0,1,3,0,0,5,3,0,0,3,0,0,0,47,PT20M53.00S,PT21M,58,11,8,3,2,3,4,2,6,1,4,2,0,1,1,0012300056
ACTIVE,9,1629022,0,1,1,0,1,1,14,7,0,3,0,0,4,4,54,PT24M35.00S,PT25M,74,20,22,2,4,5,2,2,4,2,7,4,0,7,3,0012300056
ACTIVE,10,1629717,0,1,1,1,0,0,4,1,0,0,1,0,0,0,20,PT08M55.00S,PT09M,17,-3,3,0,0,0,1,0,1,0,3,1,1,1,0,0012300056
ACTIVE,11,1630592,0,1,1,1,0,0,1,0,0,0,1,0,0,0,20,PT08M55.00S,PT09M,17,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0012300056
ACTIVE,12,1629647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,13,1641730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,14,1628385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,15,1629661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,16,1628372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,17,1630570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,18,1641727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,1,1629130,1,0,1,4,0,1,12,4,0,4,0,0,3,3,37,PT23M05.00S,PT23M,52,15,12,2,4,0,3,0,3,0,6,1,1,6,3,0012300056
ACTIVE,2,1629312,1,0,1,1,1,0,8,6,0,0,2,0,0,0,52,PT26M46.00S,PT27M,55,3,15,2,6,0,3,0,3,0,4,3,0,4,3,0012300056
ACTIVE,3,1628389,1,0,1,3,0,1,15,6,0,4,2,0,2,2,26,PT15M37.00S,PT15M,38,12,14,0,6,2,4,2,6,0,0,0,1,15,6,0012300056
ACTIVE,4,1631288,1,0,1,1,0,1,9,3,0,0,1,0,0,0,55,PT28M45.00S,PT29M,64,9,7,0,2,3,8,6,14,1,2,1,2,7,2,0012300056
ACTIVE,5,1626196,1,0,1,0,0,0,2,0,0,2,1,0,0,0,9,PT06M45.00S,PT07M,18,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0012300056
ACTIVE,6,1630696,0,1,1,10,0,1,12,4,2,3,5,0,0,0,70,PT27M58.00S,PT28M,68,-2,9,0,6,0,3,2,5,1,3,1,3,9,3,0012300056
ACTIVE,7,1631306,0,1,1,1,0,0,10,5,0,1,3,0,2,2,70,PT24M55.00S,PT25M,52,-18,15,4,4,3,2,0,2,0,8,3,3,2,2,0012300056
ACTIVE,8,1628418,0,0,1,1,0,2,6,3,1,2,1,0,2,2,43,PT15M51.00S,PT16M,35,-8,8,0,6,2,3,1,4,0,0,0,1,6,3,0012300056
ACTIVE,9,1631107,0,1,1,2,1,0,9,3,0,2,3,0,2,1,64,PT23M45.00S,PT24M,49,-15,9,2,2,3,4,1,5,0,7,2,2,2,1,0012300056
ACTIVE,10,1630551,0,1,1,2,1,2,9,4,0,1,3,0,0,0,71,PT30M01.00S,PT30M,58,-13,8,4,8,0,5,1,6,0,1,0,2,8,4,0012300056
ACTIVE,11,1631115,0,1,1,2,0,1,6,3,0,1,3,0,2,1,38,PT16M32.00S,PT16M,31,-7,7,0,6,2,3,2,5,1,1,0,1,5,3,0012300056
ACTIVE,12,202710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,13,1627767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,14,1630181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,15,1629639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,16,1631170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,17,201567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,18,200768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,19,1628997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,1,1628969,1,0,1,3,0,1,14,5,1,2,2,0,0,0,61,PT29M01.00S,PT29M,51,-10,11,2,2,0,1,1,2,1,5,1,2,9,4,0012300056
ACTIVE,2,1627827,1,0,1,0,0,0,5,4,0,1,2,0,0,0,44,PT21M33.06S,PT22M,39,-5,11,0,2,0,0,0,0,0,4,3,1,1,1,0012300056
ACTIVE,3,1629651,1,0,1,2,4,0,7,3,1,3,3,0,6,2,58,PT26M46.94S,PT27M,60,2,8,0,6,4,5,1,6,1,0,0,2,7,3,0012300056
ACTIVE,4,203915,1,0,1,6,1,0,10,3,0,1,2,0,1,1,52,PT27M31.00S,PT27M,60,8,9,0,0,0,4,1,5,1,8,2,1,2,1,0012300056
ACTIVE,5,1627732,1,0,1,7,0,0,4,0,1,3,3,1,2,2,53,PT23M28.00S,PT23M,46,-7,2,0,0,0,8,0,8,0,0,0,4,4,0,0012300056
ACTIVE,6,1630549,0,1,1,0,3,0,7,6,0,6,3,0,6,6,46,PT21M11.00S,PT21M,47,1,19,4,10,4,7,4,11,2,2,1,0,5,5,0012300056
ACTIVE,7,1630560,0,1,1,1,0,1,14,3,0,5,0,0,7,7,65,PT27M11.00S,PT27M,66,1,14,0,2,2,0,0,0,0,4,1,2,10,2,0012300056
ACTIVE,8,1626220,0,0,1,3,0,0,5,3,0,0,3,0,0,0,47,PT20M53.00S,PT21M,58,11,8,3,2,3,4,2,6,1,4,2,0,1,1,0012300056
ACTIVE,9,1629022,0,1,1,0,1,1,14,7,0,3,0,0,4,4,54,PT24M35.00S,PT25M,74,20,22,2,4,5,2,2,4,2,7,4,0,7,3,0012300056
ACTIVE,10,1629717,0,1,1,1,0,0,4,1,0,0,1,0,0,0,20,PT08M55.00S,PT09M,17,-3,3,0,0,0,1,0,1,0,3,1,1,1,0,0012300056
ACTIVE,11,1630592,0,1,1,1,0,0,1,0,0,0,1,0,0,0,20,PT08M55.00S,PT09M,17,-3,0,0,0,0,0,0,0,0,1,0,0,0,0,0012300056
ACTIVE,12,1629647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,13,1641730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,14,1628385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,15,1629661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,16,1628372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,17,1630570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,18,1641727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0012300056
ACTIVE,1,1629628,1,0,1,3,0,0,18,8,0,1,3,0,0,0,89,PT34M18.00S,PT34M,78,-11,19,5,8,0,7,0,7,0,8,3,2,10,5,0012300057
ACTIVE,2,203944,1,0,1,0,0,0,15,8,0,1,1,0,2,0,73,PT28M53.00S,PT29M,65,-8,20,3,8,0,8,2,10,0,6,4,1,9,4,0012300057
ACTIVE,3,1629011,1,0,1,0,0,1,9,6,0,1,0,0,2,0,58,PT23M36.00S,PT24M,60,2,12,0,12,8,5,6,11,2,0,0,0,9,6,0012300057
ACTIVE,4,1629656,1,0,1,1,0,0,4,1,0,1,3,0,3,2,43,PT16M58.00S,PT17M,47,4,5,0,0,0,0,0,0,0,4,1,0,0,0,0012300057
ACTIVE,5,1628973,1,0,1,5,0,1,12,3,1,4,2,1,6,5,63,PT24M40.00S,PT25M,63,0,12,0,2,0,4,2,6,0,5,1,5,7,2,0012300057
ACTIVE,6,1628978,0,0,1,0,0,1,8,3,0,1,2,0,0,0,73,PT24M03.00S,PT24M,50,-23,7,0,4,0,2,0,2,0,3,1,2,5,2,0012300057
